,month,name,plot.id,species,family,fg.fine,bites,bitesm2,area,plot.area
773,April,lo-4-4,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,6,1.5,4,shaded
774,April,lo-4-4,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,7,1.75,4,shaded
775,April,lo-4-4,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,9,2.25,4,shaded
776,April,lo-4-4,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,7,1.75,4,shaded
777,April,lo-4-4,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,22,5.5,4,shaded
778,April,lo-4-4,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,18,4.5,4,shaded
779,April,lo-4-4,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,20,5,4,shaded
780,April,lo-4-4,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,7,1.75,4,shaded
781,April,lo-4-4,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,8,2,4,shaded
782,April,lo-4-4,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,6,1.5,4,shaded
783,April,lo-4-4,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,7,1.75,4,shaded
784,April,lo-4-4,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,9,2.25,4,shaded
785,April,lo-4-4,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,9,2.25,4,shaded
786,April,lo-4-4,shaded 4,Scarus ghobban,Labridae (scarids),Herbivore Scraper,2,0.5,4,shaded
787,April,lo-4-4,shaded 4,Scarus ghobban,Labridae (scarids),Herbivore Scraper,3,0.75,4,shaded
788,April,lo-4-4,shaded 4,Scarus ghobban,Labridae (scarids),Herbivore Scraper,2,0.5,4,shaded
789,April,lo-4-4,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,15,3.75,4,shaded
790,April,lo-4-4,shaded 4,Scarus rubroviolaceus,Labridae (scarids),Herbivore Scraper,3,0.75,4,shaded
791,April,lo-4-4,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,7,1.75,4,shaded
792,April,lo-4-4,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,6,1.5,4,shaded
793,April,lo-4-4,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,6,1.5,4,shaded
794,April,lo-4-4,shaded 4,Scarus rubroviolaceus,Labridae (scarids),Herbivore Scraper,12,3,4,shaded
795,April,lo-4-4,shaded 4,Scarus rubroviolaceus,Labridae (scarids),Herbivore Scraper,3,0.75,4,shaded
796,April,lo-4-4,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,6,1.5,4,shaded
797,April,lo-4-4,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,1.25,4,shaded
798,April,lo-4-4,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,1.25,4,shaded
799,April,lo-4-4,shaded 4,Scarus ghobban,Labridae (scarids),Herbivore Scraper,2,0.5,4,shaded
800,April,lo-4-4,shaded 4,Scarus ghobban,Labridae (scarids),Herbivore Scraper,4,1,4,shaded
801,April,lo-4-4,shaded 4,Scarus ghobban,Labridae (scarids),Herbivore Scraper,2,0.5,4,shaded
802,April,lo-4-4,shaded 4,Scarus rubroviolaceus,Labridae (scarids),Herbivore Scraper,15,3.75,4,shaded
803,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,1,0.25,4,control
804,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,2,0.5,4,control
805,March,lo-4-c1,control 4,Scarus rubroviolaceus,Labridae (scarids),Herbivore Scraper,1,0.25,4,control
806,March,lo-4-c1,control 4,Scarus rubroviolaceus,Labridae (scarids),Herbivore Scraper,3,0.75,4,control
807,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,7,1.75,4,control
808,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,control
809,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,7,1.75,4,control
810,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,6,1.5,4,control
811,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,7,1.75,4,control
812,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,control
813,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,2,0.5,4,control
814,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,control
815,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,7,1.75,4,control
816,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,control
817,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,control
818,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,7,1.75,4,control
819,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,2,0.5,4,control
820,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,control
821,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,control
822,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,7,1.75,4,control
823,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,control
824,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,control
825,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,7,1.75,4,control
826,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,control
827,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,control
828,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,3,0.75,4,control
829,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,control
830,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,3,0.75,4,control
831,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,2,0.5,4,control
832,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,3,0.75,4,control
833,March,lo-4-c1,control 4,Ctenochaetus striatus,Acanthuridae,Herbivore Grazer,15,3.75,4,control
834,March,lo-4-c1,control 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,4,1,4,control
835,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,6,1.5,4,control
836,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,7,1.75,4,control
837,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,control
838,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,9,2.25,4,control
839,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,control
840,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,7,1.75,4,control
841,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,9,2.25,4,control
842,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,control
843,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,7,1.75,4,control
844,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,9,2.25,4,control
845,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,control
846,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,control
847,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,9,2.25,4,control
848,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,7,1.75,4,control
849,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,control
850,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,9,2.25,4,control
851,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,control
852,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,7,1.75,4,control
853,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,9,2.25,4,control
854,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,control
855,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,9,2.25,4,control
856,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,2,0.5,4,control
857,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,control
858,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,9,2.25,4,control
859,March,lo-4-c1,control 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,1,0.25,4,control
860,March,lo-4-c1,control 4,Scarus rubroviolaceus,Labridae (scarids),Herbivore Scraper,3,0.75,4,control
861,March,lo-4-c1,control 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,4,1,4,control
862,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,control
863,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,9,2.25,4,control
864,March,lo-4-c1,control 4,Ctenochaetus striatus,Acanthuridae,Herbivore Grazer,4,1,4,control
865,March,lo-4-c1,control 4,Ctenochaetus striatus,Acanthuridae,Herbivore Grazer,5,1.25,4,control
866,March,lo-4-c1,control 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,1,0.25,4,control
867,March,lo-4-c1,control 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,3,0.75,4,control
868,March,lo-4-c1,control 4,Scarus rubroviolaceus,Labridae (scarids),Herbivore Scraper,9,2.25,4,control
869,March,lo-4-c1,control 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,2,0.5,4,control
870,March,lo-4-c1,control 4,Acanthurus triostegus ,Acanthuridae,Herbivore Grazer,1,0.25,4,control
871,March,lo-4-c1,control 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,12,3,4,control
872,March,lo-4-c1,control 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,5,1.25,4,control
873,March,lo-4-c1,control 4,Acanthurus triostegus ,Acanthuridae,Herbivore Grazer,16,4,4,control
874,March,lo-4-c1,control 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,7,1.75,4,control
875,March,lo-4-c1,control 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,8,2,4,control
876,March,lo-4-c1,control 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,7,1.75,4,control
877,March,lo-4-c1,control 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,6,1.5,4,control
878,March,lo-4-c1,control 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,7,1.75,4,control
879,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,10,2.5,4,control
880,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,8,2,4,control
881,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,6,1.5,4,control
882,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,control
883,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,control
884,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,9,2.25,4,control
885,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,9,2.25,4,control
886,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,8,2,4,control
887,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,2,0.5,4,control
888,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,control
889,March,lo-4-c1,control 4,Acanthurus triostegus ,Acanthuridae,Herbivore Grazer,25,6.25,4,control
890,March,lo-4-c1,control 4,Scarus atrilunula,Labridae (scarids),Herbivore Scraper,6,1.5,4,control
891,March,lo-4-c1,control 4,Acanthurus triostegus ,Acanthuridae,Herbivore Grazer,4,1,4,control
892,March,lo-4-c1,control 4,Scarus atrilunula,Labridae (scarids),Herbivore Scraper,15,3.75,4,control
893,March,lo-4-c1,control 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,4,1,4,control
894,March,lo-4-c1,control 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,1.25,4,control
895,March,lo-4-c1,control 4,Acanthurus triostegus ,Acanthuridae,Herbivore Grazer,21,5.25,4,control
896,March,lo-4-c1,control 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,14,3.5,4,control
897,March,lo-4-c1,control 4,Acanthurus triostegus ,Acanthuridae,Herbivore Grazer,11,2.75,4,control
898,March,lo-4-c1,control 4,Acanthurus triostegus ,Acanthuridae,Herbivore Grazer,4,1,4,control
899,March,lo-4-c1,control 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,1,0.25,4,control
900,March,lo-4-c1,control 4,Acanthurus triostegus ,Acanthuridae,Herbivore Grazer,19,4.75,4,control
901,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,2,0.5,4,control
902,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,2,0.5,4,control
903,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,3,0.75,4,control
904,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,7,1.75,4,control
905,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,1,0.25,4,control
906,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,control
907,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,3,0.75,4,control
908,March,lo-4-c1,control 4,Scarus sordidus,Siganidae,Herbivore Browser,6,1.5,4,control
909,March,lo-4-c1,control 4,Scarus sordidus,Siganidae,Herbivore Browser,7,1.75,4,control
910,March,lo-4-c1,control 4,Scarus sordidus,Siganidae,Herbivore Browser,5,1.25,4,control
911,March,lo-4-c1,control 4,Scarus sordidus,Siganidae,Herbivore Browser,3,0.75,4,control
912,March,lo-4-c1,control 4,Scarus sordidus,Siganidae,Herbivore Browser,8,2,4,control
913,March,lo-4-c1,control 4,Scarus sordidus,Siganidae,Herbivore Browser,9,2.25,4,control
914,March,lo-4-c1,control 4,Scarus sordidus,Siganidae,Herbivore Browser,3,0.75,4,control
915,March,lo-4-c1,control 4,Scarus sordidus,Siganidae,Herbivore Browser,2,0.5,4,control
916,March,lo-4-c1,control 4,Scarus sordidus,Siganidae,Herbivore Browser,9,2.25,4,control
917,March,lo-4-c1,control 4,Ctenochaetus striatus,Acanthuridae,Herbivore Grazer,12,3,4,control
918,March,lo-4-c1,control 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,4,1,4,control
919,March,lo-4-c1,control 4,Scarus ghobban,Labridae (scarids),Herbivore Scraper,4,1,4,control
920,March,lo-4-c1,control 4,Scarus ghobban,Labridae (scarids),Herbivore Scraper,6,1.5,4,control
921,March,lo-4-c1,control 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,6,1.5,4,control
922,March,lo-4-c1,control 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,2,0.5,4,control
923,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,control
924,March,lo-4-c1,control 4,Scarus ghobban,Labridae (scarids),Herbivore Scraper,1,0.25,4,control
925,March,lo-4-c1,control 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,3,0.75,4,control
926,March,lo-4-c1,control 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,8,2,4,control
927,March,lo-4-c1,control 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,2,0.5,4,control
928,March,lo-4-c1,control 4,Scarus ghobban,Labridae (scarids),Herbivore Scraper,3,0.75,4,control
929,March,lo-4-c1,control 4,Scarus ghobban,Labridae (scarids),Herbivore Scraper,3,0.75,4,control
930,March,lo-4-c1,control 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,3,0.75,4,control
931,March,lo-4-c1,control 4,Ctenochaetus striatus,Acanthuridae,Herbivore Grazer,12,3,4,control
932,March,lo-4-c1,control 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,1.25,4,control
933,March,lo-4-c1,control 4,Scarus rubroviolaceus,Labridae (scarids),Herbivore Scraper,2,0.5,4,control
934,March,lo-4-c1,control 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,1,0.25,4,control
935,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,2,0.5,4,control
936,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,2,0.5,4,control
937,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,3,0.75,4,control
938,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,7,1.75,4,control
939,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,1,0.25,4,control
940,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,control
941,March,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,3,0.75,4,control
942,March,lo-4-c1,control 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,1,0.25,4,control
943,March,lo-4-c1,control 4,Ctenochaetus striatus,Acanthuridae,Herbivore Grazer,3,0.75,4,control
944,May,lo-4-c1,control 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,2,0.5,4,control
945,May,lo-4-c1,control 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,2,0.5,4,control
946,May,lo-4-c1,control 4,Scarus ghobban,Labridae (scarids),Herbivore Scraper,1,0.25,4,control
947,May,lo-4-c1,control 4,Scarus ghobban,Labridae (scarids),Herbivore Scraper,1,0.25,4,control
948,May,lo-4-c1,control 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,1,0.25,4,control
949,May,lo-4-c1,control 4,Scarus ghobban,Labridae (scarids),Herbivore Scraper,3,0.75,4,control
950,May,lo-4-c1,control 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,1,0.25,4,control
951,May,lo-4-c1,control 4,Acanthurus triostegus ,Acanthuridae,Herbivore Grazer,4,1,4,control
952,May,lo-4-c1,control 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,1,0.25,4,control
953,May,lo-4-c1,control 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,1,0.25,4,control
954,May,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,control
955,May,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,2,0.5,4,control
956,May,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,control
957,May,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,control
958,May,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,2,0.5,4,control
959,May,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,3,0.75,4,control
960,May,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,control
961,May,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,7,1.75,4,control
962,May,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,6,1.5,4,control
963,May,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,8,2,4,control
964,May,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,control
965,May,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,3,0.75,4,control
966,May,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,2,0.5,4,control
967,May,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,1,0.25,4,control
968,May,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,2,0.5,4,control
969,May,lo-4-c1,control 4,Acanthurus triostegus ,Acanthuridae,Herbivore Grazer,4,1,4,control
970,May,lo-4-c1,control 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,2,0.5,4,control
971,May,lo-4-c1,control 4,Ctenochaetus striatus,Acanthuridae,Herbivore Grazer,7,1.75,4,control
972,May,lo-4-c1,control 4,Ctenochaetus striatus,Acanthuridae,Herbivore Grazer,8,2,4,control
973,May,lo-4-c1,control 4,Ctenochaetus striatus,Acanthuridae,Herbivore Grazer,11,2.75,4,control
974,May,lo-4-c1,control 4,Acanthurus triostegus ,Acanthuridae,Herbivore Grazer,4,1,4,control
975,May,lo-4-c1,control 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,2,0.5,4,control
976,May,lo-4-c1,control 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,3,0.75,4,control
977,May,lo-4-c1,control 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,1,0.25,4,control
978,May,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,2,0.5,4,control
979,May,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,control
980,May,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,1,0.25,4,control
981,May,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,control
982,May,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,3,0.75,4,control
983,May,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,2,0.5,4,control
984,May,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,1,0.25,4,control
985,May,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,2,0.5,4,control
986,May,lo-4-c1,control 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,1,0.25,4,control
987,May,lo-4-c1,control 4,Scarus rubroviolaceus,Labridae (scarids),Herbivore Scraper,6,1.5,4,control
988,May,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,control
989,May,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,2,0.5,4,control
990,May,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,control
991,May,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,control
992,May,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,2,0.5,4,control
993,May,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,3,0.75,4,control
994,May,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,control
995,May,lo-4-c1,control 4,Siganus sutor,Siganidae,Herbivore Browser,7,1.75,4,control
996,March,lo-4-c2,control 4,Ctenochaetus striatus,Acanthuridae,Herbivore Grazer,18,4.5,4,control
997,March,lo-4-c2,control 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,3,0.75,4,control
998,March,lo-4-c2,control 4,Siganus sutor,Siganidae,Herbivore Browser,2,0.5,4,control
999,March,lo-4-c2,control 4,Siganus sutor,Siganidae,Herbivore Browser,1,0.25,4,control
1000,March,lo-4-c2,control 4,Siganus sutor,Siganidae,Herbivore Browser,3,0.75,4,control
1001,March,lo-4-c2,control 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,control
1002,March,lo-4-c2,control 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,control
1003,March,lo-4-c2,control 4,Siganus sutor,Siganidae,Herbivore Browser,2,0.5,4,control
1004,March,lo-4-c2,control 4,Siganus sutor,Siganidae,Herbivore Browser,3,0.75,4,control
1005,March,lo-4-c2,control 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,control
1006,March,lo-4-c2,control 4,Siganus sutor,Siganidae,Herbivore Browser,9,2.25,4,control
1007,March,lo-4-c2,control 4,Siganus sutor,Siganidae,Herbivore Browser,10,2.5,4,control
1008,March,lo-4-c2,control 4,Siganus sutor,Siganidae,Herbivore Browser,12,3,4,control
1009,March,lo-4-c2,control 4,Siganus sutor,Siganidae,Herbivore Browser,13,3.25,4,control
1010,March,lo-4-c2,control 4,Siganus sutor,Siganidae,Herbivore Browser,11,2.75,4,control
1011,March,lo-4-c2,control 4,Siganus sutor,Siganidae,Herbivore Browser,3,0.75,4,control
1012,March,lo-4-c2,control 4,Scarus ghobban,Labridae (scarids),Herbivore Scraper,4,1,4,control
1013,March,lo-4-c2,control 4,Ctenochaetus striatus,Acanthuridae,Herbivore Grazer,3,0.75,4,control
1014,March,lo-4-c2,control 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,5,1.25,4,control
1015,March,lo-4-c2,control 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,2,0.5,4,control
1016,March,lo-4-c2,control 4,Siganus sutor,Siganidae,Herbivore Browser,2,0.5,4,control
1017,March,lo-4-c2,control 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,1,0.25,4,control
1018,March,lo-4-c2,control 4,Siganus puellus,Siganidae,Herbivore Grazer,10,2.5,4,control
1019,March,lo-4-c2,control 4,Siganus sutor,Siganidae,Herbivore Browser,2,0.5,4,control
1020,March,lo-4-c2,control 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,2,0.5,4,control
1021,March,lo-4-c2,control 4,Siganus sutor,Siganidae,Herbivore Browser,6,1.5,4,control
1022,March,lo-4-c2,control 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,control
1023,March,lo-4-c2,control 4,Siganus sutor,Siganidae,Herbivore Browser,7,1.75,4,control
1024,March,lo-4-c2,control 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,control
1025,March,lo-4-c2,control 4,Siganus sutor,Siganidae,Herbivore Browser,6,1.5,4,control
1026,March,lo-4-c2,control 4,Scarus ghobban,Labridae (scarids),Herbivore Scraper,4,1,4,control
1027,March,lo-4-c2,control 4,Scarus ghobban,Labridae (scarids),Herbivore Scraper,3,0.75,4,control
1028,March,lo-4-c2,control 4,Scarus ghobban,Labridae (scarids),Herbivore Scraper,4,1,4,control
1029,March,lo-4-c2,control 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,4,1,4,control
1030,March,lo-4-c2,control 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,1.25,4,control
1031,March,lo-4-c2,control 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,2,0.5,4,control
1032,March,lo-4-c2,control 4,Siganus puellus,Siganidae,Herbivore Grazer,4,1,4,control
1033,March,lo-4-c2,control 4,Siganus sutor,Siganidae,Herbivore Browser,2,0.5,4,control
1034,March,lo-4-c2,control 4,Siganus sutor,Siganidae,Herbivore Browser,1,0.25,4,control
1035,March,lo-4-c2,control 4,Siganus sutor,Siganidae,Herbivore Browser,3,0.75,4,control
1036,March,lo-4-c2,control 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,control
1037,March,lo-4-c2,control 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,control
1038,March,lo-4-c2,control 4,Siganus sutor,Siganidae,Herbivore Browser,3,0.75,4,control
1039,March,lo-4-c2,control 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,control
1040,March,lo-4-c2,control 4,Siganus sutor,Siganidae,Herbivore Browser,6,1.5,4,control
